Date,Open,High,Low,Close,Volume,Change Pct
2021-07-28,2320.9,2383.2,2272.0,2334.7,0,3.63
2021-07-29,2321.2,2366.3,2307.8,2320.3,0,-0.62
2021-07-30,2368.5,2441.4,2272.2,2439.1,0,5.12
2021-08-02,2397.0,2456.8,2371.4,2398.8,0,-1.65
2021-08-03,2356.7,2362.7,2290.8,2324.6,0,-3.09
2021-08-04,2306.9,2461.1,2286.6,2456.8,0,5.68
2021-08-05,2439.1,2552.2,2439.1,2523.8,0,2.73
2021-08-06,2482.3,2652.6,2469.6,2621.4,0,3.87
2021-08-09,2664.0,2866.4,2647.0,2815.7,0,7.41
2021-08-10,2815.7,2867.6,2753.0,2837.8,0,0.78
2021-08-11,2830.6,2907.1,2816.3,2883.3,0,1.6
2021-08-12,2857.6,2857.6,2699.7,2736.2,0,-5.1
2021-08-13,2782.9,2963.2,2782.9,2952.3,0,7.9
2021-08-16,2943.5,2969.4,2832.9,2867.8,0,-2.86
2021-08-17,2891.3,2936.4,2746.6,2766.5,0,-3.53
2021-08-18,2777.2,2835.2,2733.3,2750.8,0,-0.57
2021-08-19,2707.8,2882.6,2704.2,2867.7,0,4.25
2021-08-20,2908.4,3014.0,2884.6,3003.0,0,4.72
2021-08-23,3079.9,3091.4,3009.1,3044.7,0,1.39
2021-08-24,3032.2,3065.4,2911.9,2944.9,0,-3.28
2021-08-25,2941.7,2998.6,2868.4,2977.0,0,1.09
2021-08-26,2909.5,2928.1,2823.6,2883.1,0,-3.16
2021-08-27,2843.8,3003.8,2837.6,2998.9,0,4.02
2021-08-30,2927.7,3006.6,2894.1,2989.8,0,-0.3
2021-08-31,2915.4,3026.6,2890.8,2970.8,0,-0.64
2021-09-01,2981.4,3132.3,2967.4,3113.8,0,4.81
2021-09-02,3161.0,3222.0,3151.0,3193.9,0,2.57
2021-09-03,3183.4,3306.5,3161.9,3248.3,0,1.7
2021-09-07,3356.2,3365.3,2691.5,2917.6,0,-10.18
2021-09-08,2959.5,2978.8,2794.9,2941.3,0,0.81
2021-09-09,2948.1,3021.9,2901.0,2950.8,0,0.32
2021-09-10,2965.6,2975.6,2785.9,2796.4,0,-5.23
2021-09-13,2819.6,2953.0,2728.6,2841.4,0,1.61
2021-09-14,2857.6,2953.5,2837.9,2929.3,0,3.1
2021-09-15,2961.3,3060.4,2937.1,3056.0,0,4.32
2021-09-16,3056.4,3101.8,2983.4,3019.2,0,-1.2
2021-09-17,3036.1,3058.9,2931.6,2952.1,0,-2.23
2021-09-20,2815.5,2848.0,2624.4,2710.7,0,-8.18
2021-09-21,2647.3,2721.5,2422.3,2558.9,0,-5.6
2021-09-22,2587.6,2732.9,2565.1,2693.6,0,5.27
2021-09-23,2746.6,2795.1,2694.0,2772.5,0,2.93
2021-09-24,2727.6,2785.2,2491.3,2654.5,0,-4.26
2021-09-27,2745.6,2755.1,2629.8,2650.8,0,-0.14
2021-09-28,2632.3,2640.9,2526.0,2571.1,0,-3.01
2021-09-29,2610.6,2629.1,2511.5,2537.8,0,-1.29
2021-09-30,2649.6,2716.6,2640.3,2682.6,0,5.71
2021-10-01,2694.4,2979.9,2676.8,2967.4,0,10.62
2021-10-04,2952.9,3054.3,2902.8,3001.9,0,1.16
2021-10-05,3033.4,3179.9,3018.1,3173.4,0,5.72
2021-10-06,3147.6,3337.8,3062.8,3327.6,0,4.86
2021-10-07,3302.6,3324.4,3238.9,3313.2,0,-0.43
2021-10-08,3267.0,3379.4,3253.1,3276.9,0,-1.1
2021-10-11,3362.7,3430.9,3338.4,3386.1,0,3.33
2021-10-12,3361.1,3397.3,3228.2,3320.1,0,-1.95
2021-10-13,3344.7,3421.7,3234.2,3408.7,0,2.67
2021-10-14,3450.6,3503.1,3418.8,3481.4,0,2.13
2021-10-15,3547.5,3717.7,3509.6,3660.3,0,5.14
2021-10-18,3668.9,3701.1,3535.8,3636.1,0,-0.66
2021-10-19,3687.4,3752.3,3617.9,3745.8,0,3.02
2021-10-20,3743.4,3944.8,3724.0,3906.2,0,4.28
2021-10-21,3888.7,3985.0,3732.8,3767.5,0,-3.55
2021-10-22,3812.4,3829.0,3620.1,3627.5,0,-3.72
2021-10-25,3762.1,3854.8,3743.6,3810.6,0,5.05
2021-10-26,3809.4,3830.2,3751.5,3767.8,0,-1.12
2021-10-27,3728.5,3785.8,3538.3,3596.6,0,-4.54
2021-10-28,3604.6,3804.7,3574.2,3729.6,0,3.7
2021-10-29,3802.3,3880.1,3734.6,3850.3,0,3.24
2021-11-01,3700.3,3834.7,3698.1,3754.1,0,-2.5
2021-11-02,3780.9,3959.3,3780.9,3913.2,0,4.24
2021-11-03,3927.2,3966.0,3813.2,3945.4,0,0.82
2021-11-04,3845.4,3913.4,3788.4,3845.4,0,-2.54
2021-11-05,3871.3,3906.4,3797.8,3819.1,0,-0.68
2021-11-08,4058.9,4164.4,4051.7,4163.0,0,9.01
2021-11-09,4208.4,4218.3,4112.8,4173.6,0,0.25
2021-11-10,4110.0,4268.7,3903.8,4015.6,0,-3.78
2021-11-11,4026.2,4093.6,4017.8,4075.2,0,1.48
2021-11-12,4073.7,4073.7,3884.9,3996.4,0,-1.93
2021-11-15,4089.3,4119.8,3941.4,3964.4,0,-0.8
2021-11-16,3781.5,3806.0,3612.9,3747.3,0,-5.48
2021-11-17,3657.1,3743.0,3606.3,3699.9,0,-1.26
2021-11-18,3696.9,3711.6,3479.3,3504.2,0,-5.29
2021-11-19,3498.3,3651.0,3477.7,3628.2,0,3.54
2021-11-22,3556.5,3695.5,3464.4,3522.1,0,-2.93
2021-11-23,3538.8,3656.6,3465.3,3631.6,0,3.11
2021-11-24,3574.6,3622.9,3512.7,3580.0,0,-1.42
2021-11-26,3654.5,3676.2,3341.8,3421.7,0,-4.42
2021-11-29,3611.7,3712.1,3575.6,3685.7,0,7.71
2021-11-30,3637.2,3814.0,3561.8,3710.6,0,0.68
2021-12-01,3716.7,3812.9,3644.0,3669.6,0,-1.1
2021-12-02,3655.2,3703.6,3600.8,3661.9,0,-0.21
2021-12-03,3641.0,3722.2,3309.4,3428.2,0,-6.38
2021-12-06,3211.7,3347.6,3069.1,3347.6,0,-2.35
2021-12-07,3352.7,3406.3,3284.5,3305.4,0,-1.26
2021-12-08,3321.1,3390.7,3224.5,3369.9,0,1.95
2021-12-09,3311.5,3337.3,0.0,3159.8,0,-6.23
2021-12-10,3171.8,3270.1,3076.6,3113.5,0,-1.46
2021-12-13,3165.0,3188.7,2935.4,3025.5,0,-2.83
2021-12-14,3003.6,3112.7,2963.8,3084.7,0,1.96
2021-12-15,3081.8,3207.1,2960.5,3167.9,0,2.7
2021-12-16,3158.3,3203.1,3096.3,3123.7,0,-1.39
2021-12-17,3100.9,3106.1,2938.3,3017.2,0,-3.41
2021-12-20,3058.6,3091.1,2951.6,3045.1,0,0.92
2021-12-21,3153.7,3190.1,3122.5,3172.1,0,4.17
2021-12-22,3183.0,3202.4,3124.2,3160.8,0,-0.36
2021-12-23,3135.9,3305.8,3097.9,3279.9,0,3.77
2021-12-27,3265.9,3332.1,3239.9,3256.2,0,-0.72
2021-12-28,3148.9,3166.3,3028.9,3060.3,0,-6.02
2021-12-29,3067.1,3079.0,2984.1,3023.4,0,-1.2
2021-12-30,2976.1,3054.1,2965.3,2995.8,0,-0.91
2021-12-31,3027.0,3094.1,2920.9,2968.3,0,-0.92
2022-01-03,3020.6,3044.5,2945.7,2990.7,0,0.75
2022-01-04,2978.0,3077.4,2962.7,3006.2,0,0.52
2022-01-05,3005.8,3037.1,2738.3,2811.2,0,-6.49
2022-01-06,2779.7,2796.0,2705.0,2768.8,0,-1.51
2022-01-07,2653.2,2705.6,2563.9,2637.9,0,-4.73
2022-01-10,2656.8,2661.5,2482.3,2604.1,0,-1.28
2022-01-11,2638.5,2719.9,2591.9,2692.6,0,3.4
2022-01-12,2695.2,2813.0,2678.9,2783.0,0,3.36
2022-01-13,2759.4,2817.4,2680.0,2694.6,0,-3.18
2022-01-14,2709.5,2757.4,2645.1,2746.7,0,1.93
2022-01-18,2660.4,2680.5,2598.1,2674.2,0,-2.64
2022-01-19,2620.1,2664.8,2575.2,2628.6,0,-1.71
2022-01-20,2628.9,2735.1,2571.5,2573.2,0,-2.11
2022-01-21,2418.9,2450.9,2223.9,2223.9,0,-13.57
2022-01-24,2138.6,2251.2,1977.3,2191.3,0,-1.46
2022-01-25,2166.3,2257.7,2139.3,2199.7,0,0.38
2022-01-26,2257.3,2377.6,2175.6,2194.5,0,-0.24
2022-01-27,2157.8,2247.4,2123.3,2196.6,0,0.09
2022-01-28,2221.1,2289.6,2160.6,2281.3,0,3.86
2022-01-31,2228.1,2365.0,2228.1,2353.1,0,3.15
2022-02-01,2370.5,2416.2,2340.4,2384.4,0,1.33
2022-02-02,2368.9,2396.8,2253.7,2298.2,0,-3.61
2022-02-03,2272.3,2291.4,2227.4,2272.1,0,-1.13
2022-02-04,2311.5,2528.6,2310.8,2504.9,0,10.25
2022-02-07,2645.3,2739.2,2609.1,2716.1,0,8.43
2022-02-08,2732.5,2794.7,2622.1,2696.7,0,-0.72
2022-02-09,2655.0,2776.0,2647.8,2758.4,0,2.29
2022-02-10,2707.0,2806.8,2658.3,2698.1,0,-2.19
2022-02-11,2633.0,2699.5,2553.2,2556.1,0,-5.26
2022-02-14,2537.5,2602.2,2522.9,2585.5,0,1.15
2022-02-15,2645.3,2721.3,2645.2,2711.8,0,4.89
2022-02-16,2701.8,2728.8,2648.2,2703.3,0,-0.31
2022-02-17,2666.0,2699.9,2459.1,2488.9,0,-7.93
2022-02-18,2485.7,2521.2,2407.9,2429.5,0,-2.39
2022-02-22,2213.5,2325.4,2212.6,2297.0,0,-5.46
2022-02-23,2313.9,2392.8,2263.9,2288.1,0,-0.38
2022-02-24,2102.7,2393.1,2060.4,2283.9,0,-0.19
2022-02-25,2309.1,2407.2,2289.7,2407.2,0,5.4
2022-02-28,2304.4,2645.2,2269.4,2621.3,0,8.9
2022-03-01,2604.9,2694.1,2569.5,2650.5,0,1.11
2022-03-02,2663.1,2714.7,2605.4,2648.0,0,-0.09
2022-03-03,2605.5,2638.1,2506.1,2546.4,0,-3.84
2022-03-04,2471.2,2498.6,2311.6,2330.2,0,-8.49
2022-03-07,2271.9,2367.7,2215.6,2282.4,0,-2.05
2022-03-08,2291.9,2356.6,2265.6,2308.4,0,1.14
2022-03-09,2470.4,2526.6,2459.6,2481.4,0,7.49
2022-03-10,2347.9,2394.2,2304.1,2355.3,0,-5.08
2022-03-11,2299.3,2406.0,2286.6,2328.4,0,-1.14
2022-03-14,2331.1,2348.9,2286.6,2304.2,0,-1.04
2022-03-15,2310.9,2388.5,2276.1,2365.7,0,2.67
2022-03-16,2346.8,2485.6,2335.4,2467.8,0,4.31
2022-03-17,2466.6,2490.3,2442.3,2472.5,0,0.19
2022-03-18,2446.7,2577.8,2436.5,2545.9,0,2.97
2022-03-21,2481.0,2536.4,2475.2,2516.0,0,-1.18
2022-03-22,2591.1,2636.9,2566.0,2610.2,0,3.74
2022-03-23,2562.2,2618.1,2542.7,2589.1,0,-0.81
2022-03-24,2613.1,2701.7,2604.6,2684.8,0,3.7
2022-03-25,2694.7,2755.3,2672.0,2706.0,0,0.79
2022-03-28,2866.6,2951.0,2857.9,2907.1,0,7.43
2022-03-29,2902.2,2961.2,2888.2,2899.9,0,-0.25
2022-03-30,2903.4,2935.6,2874.6,2888.0,0,-0.41
2022-03-31,2901.2,2931.1,2795.9,2815.8,0,-2.5
2022-04-01,2754.1,2896.6,2749.4,2878.0,0,2.21
2022-04-04,2876.7,2904.4,2815.8,2899.4,0,0.74
2022-04-05,2912.6,2941.1,2834.0,2851.8,0,-1.64
2022-04-06,2804.0,2819.7,2669.8,2707.0,0,-5.08
2022-04-07,2670.7,2721.0,2656.2,2688.3,0,-0.69
2022-04-08,2710.9,2735.8,2645.0,2656.6,0,-1.18
2022-04-11,2614.6,2632.4,2440.1,2456.2,0,-7.54
2022-04-12,2461.8,2532.4,2444.5,2472.4,0,0.66
2022-04-13,2497.5,2578.7,2469.3,2561.9,0,3.62
2022-04-14,2577.4,2577.8,2461.1,2486.3,0,-2.95
2022-04-15,2510.5,2577.8,2461.1,2513.7,0,1.1
2022-04-18,2458.8,2541.6,2398.8,2530.2,0,0.66
2022-04-19,2530.6,2592.3,2517.5,2564.7,0,1.36
2022-04-20,2568.0,2621.4,2532.9,2567.6,0,0.11
2022-04-21,2585.7,2654.8,2505.8,2514.9,0,-2.05
2022-04-22,2507.6,2524.8,2433.3,2458.1,0,-2.26
2022-04-25,2413.4,2501.0,2352.9,2488.8,0,1.25
2022-04-26,2501.5,2518.3,2331.9,2371.1,0,-4.73
2022-04-27,2372.2,2435.2,2367.6,2419.7,0,2.05
2022-04-28,2422.1,2488.3,2394.2,2449.3,0,1.23
2022-04-29,2432.2,2444.9,2341.1,2364.5,0,-3.46
2022-05-02,2374.8,2403.7,2333.8,2377.9,0,0.57
2022-05-03,2369.1,2377.5,2303.8,2324.1,0,-2.26
2022-05-04,2336.7,2463.9,2331.8,2448.9,0,5.37
2022-05-05,2447.3,2454.3,2209.6,2261.9,0,-7.64
2022-05-06,2252.6,2264.8,2179.9,2221.0,0,-1.81
2022-05-09,2074.6,2078.3,1867.3,1931.0,0,-13.06
2022-05-10,1907.2,2015.5,1876.2,1883.9,0,-2.44
2022-05-11,1933.0,1992.2,1685.6,1729.1,0,-8.22
2022-05-12,1673.7,1779.6,1508.2,1681.3,0,-2.76
2022-05-13,1819.8,1862.0,1762.9,1800.1,0,7.06
2022-05-16,1810.5,1821.4,1740.3,1796.6,0,-0.2
2022-05-17,1812.1,1844.4,1763.2,1818.0,0,1.19
2022-05-18,1785.7,1799.1,1710.4,1737.1,0,-4.45
2022-05-19,1737.2,1812.5,1708.8,1794.8,0,3.32
2022-05-20,1795.8,1818.8,1706.7,1736.5,0,-3.25
2022-05-23,1798.9,1831.5,1736.6,1756.8,0,1.17
2022-05-24,1748.1,1758.4,1702.0,1754.8,0,-0.11
2022-05-25,1790.3,1790.3,1736.9,1761.0,0,0.35
2022-05-26,1760.3,1761.0,1631.2,1713.3,0,-2.7
2022-05-27,1678.1,1704.6,1630.7,1661.3,0,-3.04
2022-05-31,1854.3,1874.2,1812.1,1839.1,0,10.71
2022-06-01,1821.8,1852.2,1690.0,1715.0,0,-6.75
2022-06-02,1713.4,1750.5,1705.9,1745.4,0,1.78
2022-06-03,1752.4,1757.5,1682.9,1708.6,0,-2.11
2022-06-06,1800.4,1828.4,1781.5,1808.1,0,5.82
2022-06-07,1691.9,1807.4,1685.0,1794.7,0,-0.74
2022-06-08,1732.5,1773.4,1715.8,1739.2,0,-3.1
2022-06-09,1736.8,1763.8,1719.8,1733.4,0,-0.33
2022-06-10,1728.3,1734.7,1642.6,1659.3,0,-4.27
2022-06-13,1434.0,1455.9,1249.8,1282.5,0,-22.71
2022-06-14,1228.3,1295.1,1201.2,1204.2,0,-6.1
2022-06-15,1187.7,1258.6,1109.2,1252.8,0,4.04
2022-06-16,1255.5,1258.8,1146.2,1162.4,0,-7.22
2022-06-17,1142.0,1186.6,1135.4,1147.8,0,-1.26
2022-06-21,1161.4,1226.8,1156.5,1176.7,0,2.51
2022-06-22,1145.8,1175.1,1108.4,1119.6,0,-4.85
2022-06-23,1134.6,1190.1,1133.2,1170.4,0,4.54
2022-06-24,1195.0,1227.0,1173.4,1223.3,0,4.52
2022-06-27,1213.1,1232.3,1174.3,1192.7,0,-2.5
2022-06-28,1182.4,1216.8,1154.4,1163.7,0,-2.43
2022-06-29,1158.3,1159.9,1123.7,1150.0,0,-1.17
2022-06-30,1131.5,1133.5,1051.3,1067.0,0,-7.21
2022-07-01,1100.4,1116.2,1071.8,1100.4,0,3.13
2022-07-05,1153.1,1178.2,1097.3,1163.9,0,5.77
2022-07-06,1154.1,1168.4,1131.8,1158.8,0,-0.44
2022-07-07,1168.5,1247.7,1159.3,1235.8,0,6.64
2022-07-08,1262.9,1267.1,1205.1,1240.8,0,0.41
